Timestamp [s],x [m],y [m],z [m],roll [rad],pitch [rad],yaw [rad]
0.0,0.0,0.0,1.0,0.0,-0.0,0.0
0.001,0.0,0.0,1.0,-0.0,0.0,-0.0
0.002,0.0,0.0,1.0,-0.0,0.0,-0.0
0.003,0.0,0.0,1.0,-0.0,0.0,-0.0
0.004,0.0,0.0,1.0,-0.0,0.0,-0.0
0.005,0.0,0.0,1.0,-0.0,1e-05,-0.0
0.006,0.0,0.0,1.0,-0.0,1e-05,-0.0
0.007,0.0,0.0,1.0,-0.0,1e-05,-0.0
0.008,0.0,0.0,1.0,-0.0,1e-05,-0.0
0.009000000000000001,0.0,0.0,1.0,-0.0,2e-05,-0.0
0.01,0.0,0.0,1.0,-0.0,2e-05,-0.0
0.011,0.0,0.0,1.0,-0.0,2e-05,-0.0
0.012,0.0,0.0,1.0,-0.0,3e-05,-0.0
0.013000000000000001,0.0,0.0,1.0,-0.0,3e-05,-0.0
0.014,0.0,0.0,1.0,-0.0,4e-05,-0.0
0.015,0.0,0.0,1.0,-0.0,4e-05,-0.0
0.016,0.0,0.0,1.0,-0.0,5e-05,-0.0
0.017,0.0,0.0,1.0,-0.0,5e-05,-0.0
0.018000000000000002,0.0,0.0,1.0,-0.0,6e-05,-0.0
0.019,0.0,0.0,1.0,-0.0,7e-05,-0.0
0.02,0.0,0.0,1.0,-0.0,7e-05,-0.0
0.021,0.0,0.0,1.0,-0.0,8e-05,-0.0
0.022,0.0,0.0,1.0,-0.0,9e-05,-0.0
0.023,0.0,0.0,1.0,-0.0,0.0001,-0.0
0.024,0.0,0.0,1.0,-0.0,0.0001,-0.0
0.025,0.0,0.0,1.0,-0.0,0.00011,-0.0
0.026000000000000002,0.0,0.0,1.0,-0.0,0.00012,-0.0
0.027,0.0,0.0,1.0,-0.0,0.00013,-0.0
0.028,0.0,0.0,1.0,-0.0,0.00014,-0.0
0.029,0.0,0.0,1.0,-0.0,0.00015,-0.0
0.03,0.0,0.0,1.0,-0.0,0.00016,-0.0
0.031,0.0,0.0,1.0,-0.0,0.00017,-0.0
0.032,0.0,0.0,1.0,-0.0,0.00018,-0.0
0.033,0.0,0.0,1.0,-0.0,0.0002,-0.0
0.034,0.0,0.0,1.0,-0.0,0.00021,-0.0
0.035,0.0,0.0,1.0,-0.0,0.00022,-0.0
0.036000000000000004,0.0,0.0,1.0,-0.0,0.00023,-0.0
0.037,0.0,0.0,1.0,-0.0,0.00025,-0.0
0.038,0.0,0.0,1.0,-0.0,0.00026,-0.0
0.039,0.0,0.0,1.0,-0.0,0.00027,-0.0
0.04,0.0,0.0,1.0,-0.0,0.00029,-0.0
0.041,0.0,0.0,1.0,-0.0,0.0003,-0.0
0.042,0.0,0.0,1.0,-0.0,0.00032,-0.0
0.043000000000000003,0.0,0.0,1.0,-0.0,0.00033,-0.0
0.044,0.0,0.0,1.0,-0.0,0.00035,-0.0
0.045,0.0,0.0,1.0,-0.0,0.00036,-0.0
0.046,0.0,0.0,1.0,-0.0,0.00038,-0.0
0.047,0.0,0.0,1.0,-0.0,0.00039,-0.0
0.048,0.0,0.0,1.0,-0.0,0.00041,-0.0
0.049,0.0,0.0,1.0,-0.0,0.00043,-0.0
0.05,0.0,0.0,1.0,-0.0,0.00045,-0.0
0.051000000000000004,0.0,0.0,1.0,-0.0,0.00046,-0.0
0.052000000000000005,0.0,0.0,1.0,-0.0,0.00048,-0.0
0.053,0.0,0.0,1.0,-0.0,0.0005,-0.0
0.054,0.0,0.0,1.0,-0.0,0.00052,-0.0
0.055,0.0,0.0,1.0,-0.0,0.00054,-0.0
0.056,0.0,0.0,1.0,-0.0,0.00056,-0.0
0.057,0.0,0.0,1.0,-0.0,0.00058,-0.0
0.058,0.0,0.0,1.0,-0.0,0.0006,-0.0
0.059000000000000004,0.0,0.0,1.0,-0.0,0.00062,-0.0
0.06,0.0,0.0,1.0,-0.0,0.00064,-0.0
0.061,0.0,0.0,1.0,-0.0,0.00066,-0.0
0.062,0.0,0.0,1.0,-0.0,0.00068,-0.0
0.063,0.0,0.0,1.0,-0.0,0.0007,-0.0
0.064,0.0,0.0,1.0,-0.0,0.00073,-0.0
0.065,0.0,0.0,1.0,-0.0,0.00075,-0.0
0.066,0.0,0.0,1.0,-0.0,0.00077,-0.0
0.067,0.0,0.0,1.0,-0.0,0.00079,-0.0
0.068,0.0,0.0,1.0,-0.0,0.00082,-0.0
0.069,0.0,0.0,1.0,-0.0,0.00084,-0.0
0.07,0.0,0.0,1.0,-0.0,0.00087,-0.0
0.07100000000000001,0.0,0.0,1.0,-0.0,0.00089,-0.0
0.07200000000000001,0.0,0.0,1.0,-0.0,0.00092,-0.0
0.073,0.0,0.0,1.0,-0.0,0.00094,-0.0
0.074,0.0,0.0,1.0,-0.0,0.00097,-0.0
0.075,0.0,0.0,1.0,-0.0,0.00099,-0.0
0.076,0.0,0.0,1.0,-0.0,0.00102,-0.0
0.077,1e-05,0.0,1.0,-0.0,0.00105,-0.0
0.078,1e-05,0.0,1.0,-0.0,0.00107,-0.0
0.079,1e-05,0.0,1.0,-0.0,0.0011,-0.0
0.08,1e-05,0.0,1.0,-0.0,0.00113,-0.0
0.081,1e-05,0.0,1.0,-0.0,0.00116,-0.0
0.082,1e-05,0.0,1.0,-0.0,0.00119,-0.0
0.083,1e-05,0.0,1.0,-0.0,0.00121,-0.0
0.084,1e-05,0.0,1.0,-0.0,0.00124,-0.0
0.085,1e-05,0.0,1.0,-0.0,0.00127,-0.0
0.08600000000000001,1e-05,0.0,1.0,-0.0,0.0013,-0.0
0.08700000000000001,1e-05,0.0,1.0,-0.0,0.00133,-0.0
0.088,1e-05,0.0,1.0,-0.0,0.00136,-0.0
0.089,1e-05,0.0,1.0,-0.0,0.0014,-0.0
0.09,1e-05,0.0,1.0,-0.0,0.00143,-0.0
0.091,1e-05,0.0,1.0,-0.0,0.00146,-0.0
0.092,1e-05,0.0,1.0,-0.0,0.00149,-0.0
0.093,1e-05,0.0,1.0,-0.0,0.00152,-0.0
0.094,1e-05,0.0,1.0,-0.0,0.00155,-0.0
0.095,1e-05,0.0,1.0,-0.0,0.00159,-0.0
0.096,1e-05,0.0,1.0,-0.0,0.00162,-0.0
0.097,1e-05,0.0,1.0,-0.0,0.00165,-0.0
0.098,1e-05,0.0,1.0,-0.0,0.00169,-0.0
0.099,1e-05,0.0,1.0,-0.0,0.00172,-0.0
0.1,1e-05,0.0,1.0,-0.0,0.00176,-0.0
0.101,2e-05,0.0,1.0,-0.0,0.00179,-0.0
0.10200000000000001,2e-05,0.0,1.0,-0.0,0.00183,-0.0
0.10300000000000001,2e-05,0.0,1.0,-0.0,0.00186,-0.0
0.10400000000000001,2e-05,0.0,1.0,-0.0,0.0019,-0.0
0.105,2e-05,0.0,1.0,-0.0,0.00194,-0.0
0.106,2e-05,0.0,1.0,-0.0,0.00197,-0.0
0.107,2e-05,0.0,1.0,-0.0,0.00201,-0.0
0.108,2e-05,0.0,1.0,-0.0,0.00205,-0.0
0.109,2e-05,0.0,1.0,-0.0,0.00209,-0.0
0.11,2e-05,0.0,1.0,-0.0,0.00212,-0.0
0.111,2e-05,0.0,1.0,-0.0,0.00216,-0.0
0.112,2e-05,0.0,1.0,-0.0,0.0022,-0.0
0.113,2e-05,0.0,1.0,-0.0,0.00224,-0.0
0.114,2e-05,0.0,1.0,-0.0,0.00228,-0.0
0.115,3e-05,0.0,1.0,-0.0,0.00232,-0.0
0.116,3e-05,0.0,1.0,-0.0,0.00236,-0.0
0.117,3e-05,0.0,1.0,-0.0,0.0024,-0.0
0.11800000000000001,3e-05,0.0,1.0,-0.0,0.00244,-0.0
0.11900000000000001,3e-05,0.0,1.0,-0.0,0.00248,-0.0
0.12,3e-05,0.0,1.0,-0.0,0.00252,-0.0
0.121,3e-05,0.0,1.0,-0.0,0.00257,-0.0
0.122,3e-05,0.0,1.0,-0.0,0.00261,-0.0
0.123,3e-05,0.0,1.0,-0.0,0.00265,-0.0
0.124,3e-05,0.0,1.0,-0.0,0.00269,-0.0
0.125,4e-05,0.0,1.0,-0.0,0.00274,-0.0
0.126,4e-05,0.0,1.0,-0.0,0.00278,-0.0
0.127,4e-05,0.0,1.0,-0.0,0.00282,-0.0
0.128,4e-05,0.0,1.0,-0.0,0.00287,-0.0
0.129,4e-05,0.0,1.0,-0.0,0.00291,-0.0
0.13,4e-05,0.0,1.0,-0.0,0.00296,-0.0
0.131,4e-05,0.0,1.0,-0.0,0.003,-0.0
0.132,4e-05,0.0,1.0,-0.0,0.00305,-0.0
0.133,5e-05,0.0,1.0,-0.0,0.00309,-0.0
0.134,5e-05,0.0,1.0,-0.0,0.00314,-0.0
0.135,5e-05,0.0,1.0,-0.0,0.00319,-0.0
0.136,5e-05,0.0,1.0,-0.0,0.00323,-0.0
0.137,5e-05,0.0,1.0,-0.0,0.00328,-0.0
0.138,5e-05,0.0,1.0,-0.0,0.00333,-0.0
0.139,5e-05,0.0,1.0,-0.0,0.00338,-0.0
0.14,6e-05,0.0,1.0,-0.0,0.00342,-0.0
0.14100000000000001,6e-05,0.0,1.0,-0.0,0.00347,-0.0
0.14200000000000002,6e-05,0.0,1.0,-0.0,0.00352,-0.0
0.14300000000000002,6e-05,0.0,1.0,-0.0,0.00357,-0.0
0.14400000000000002,6e-05,0.0,1.0,-0.0,0.00362,-0.0
0.145,6e-05,0.0,1.0,-0.0,0.00367,-0.0
0.146,7e-05,0.0,1.0,-0.0,0.00372,-0.0
0.147,7e-05,0.0,1.0,-0.0,0.00377,-0.0
0.148,7e-05,0.0,1.0,-0.0,0.00382,-0.0
0.149,7e-05,0.0,1.0,-0.0,0.00387,-0.0
0.15,7e-05,0.0,1.0,-0.0,0.00393,-0.0
0.151,7e-05,0.0,1.0,-0.0,0.00398,-0.0
0.152,8e-05,0.0,1.0,-0.0,0.00403,-0.0
0.153,8e-05,0.0,1.0,-0.0,0.00408,-0.0
0.154,8e-05,0.0,1.0,-0.0,0.00413,-0.0
0.155,8e-05,0.0,1.0,-0.0,0.00419,-0.0
0.156,9e-05,0.0,1.0,-0.0,0.00424,-0.0
0.157,9e-05,0.0,1.0,-0.0,0.0043,-0.0
0.158,9e-05,0.0,1.0,-0.0,0.00435,-0.0
0.159,9e-05,0.0,1.0,-0.0,0.0044,-0.0
0.16,9e-05,0.0,1.0,-0.0,0.00446,-0.0
0.161,0.0001,0.0,1.0,-0.0,0.00451,-0.0
0.162,0.0001,0.0,1.0,-0.0,0.00457,-0.0
0.163,0.0001,0.0,1.0,-0.0,0.00463,-0.0
0.164,0.0001,0.0,1.0,-0.0,0.00468,-0.0
0.165,0.00011,0.0,1.0,-0.0,0.00474,-0.0
0.166,0.00011,0.0,1.0,-0.0,0.0048,-0.0
0.167,0.00011,0.0,1.0,-0.0,0.00485,-0.0
0.168,0.00011,0.0,1.0,-0.0,0.00491,-0.0
0.169,0.00012,0.0,1.0,-0.0,0.00497,-0.0
0.17,0.00012,0.0,1.0,-0.0,0.00503,-0.0
0.171,0.00012,0.0,1.0,-0.0,0.00509,-0.0
0.17200000000000001,0.00013,0.0,1.0,-0.0,0.00514,-0.0
0.17300000000000001,0.00013,0.0,1.0,-0.0,0.0052,-0.0
0.17400000000000002,0.00013,0.0,1.0,-0.0,0.00526,-0.0
0.17500000000000002,0.00013,0.0,1.0,-0.0,0.00532,-0.0
0.176,0.00014,0.0,1.0,-0.0,0.00538,-0.0
0.177,0.00014,0.0,1.0,-0.0,0.00544,-0.0
0.178,0.00014,0.0,1.0,-0.0,0.0055,-0.0
0.179,0.00015,0.0,1.0,-0.0,0.00557,-0.0
0.18,0.00015,0.0,1.0,-0.0,0.00563,-0.0
0.181,0.00015,0.0,1.0,-0.0,0.00569,-0.0
0.182,0.00016,0.0,1.0,-0.0,0.00575,-0.0
0.183,0.00016,0.0,1.0,-0.0,0.00581,-0.0
0.184,0.00016,0.0,1.0,-0.0,0.00588,-0.0
0.185,0.00017,0.0,1.0,-0.0,0.00594,-0.0
0.186,0.00017,0.0,1.0,-0.0,0.006,-0.0
0.187,0.00018,0.0,1.0,-0.0,0.00607,-0.0
0.188,0.00018,0.0,1.0,-0.0,0.00613,-0.0
0.189,0.00018,0.0,1.0,-0.0,0.0062,-0.0
0.19,0.00019,0.0,1.0,-0.0,0.00626,-0.0
0.191,0.00019,0.0,1.0,-0.0,0.00633,-0.0
0.192,0.00019,0.0,1.0,-0.0,0.00639,-0.0
0.193,0.0002,0.0,1.0,-0.0,0.00646,-0.0
0.194,0.0002,0.0,1.0,-0.0,0.00652,-0.0
0.195,0.00021,0.0,1.0,-0.0,0.00659,-0.0
0.196,0.00021,0.0,1.0,-0.0,0.00666,-0.0
0.197,0.00022,0.0,1.0,-0.0,0.00672,-0.0
0.198,0.00022,0.0,1.0,-0.0,0.00679,-0.0
0.199,0.00022,0.0,1.0,-0.0,0.00686,-0.0
0.2,0.00023,0.0,1.0,-0.0,0.00693,-0.0
0.201,0.00023,0.0,1.0,-0.0,0.00699,-0.0
0.202,0.00024,0.0,1.0,-0.0,0.00706,-0.0
0.203,0.00024,0.0,1.0,-0.0,0.00713,-0.0
0.20400000000000001,0.00025,0.0,1.0,-0.0,0.0072,-0.0
0.20500000000000002,0.00025,0.0,1.0,-0.0,0.00727,-0.0
0.20600000000000002,0.00026,0.0,1.0,-0.0,0.00734,-0.0
0.20700000000000002,0.00026,0.0,1.0,-0.0,0.00741,-0.0
0.20800000000000002,0.00027,0.0,1.0,-0.0,0.00748,-0.0
0.209,0.00027,0.0,1.0,-0.0,0.00755,-0.0
0.21,0.00028,0.0,1.0,-0.0,0.00762,-0.0
0.211,0.00028,0.0,1.0,-0.0,0.0077,-0.0
0.212,0.00029,0.0,1.0,-0.0,0.00777,-0.0
0.213,0.00029,0.0,1.0,-0.0,0.00784,-0.0
0.214,0.0003,0.0,1.0,-0.0,0.00791,-0.0
0.215,0.00031,0.0,1.0,-0.0,0.00798,-0.0
0.216,0.00031,0.0,1.0,-0.0,0.00806,-0.0
0.217,0.00032,0.0,1.0,-0.0,0.00813,-0.0
0.218,0.00032,0.0,1.0,-0.0,0.0082,-0.0
0.219,0.00033,0.0,1.0,-0.0,0.00828,-0.0
0.22,0.00033,0.0,1.0,-0.0,0.00835,-0.0
0.221,0.00034,0.0,1.0,-0.0,0.00843,-0.0
0.222,0.00035,0.0,1.0,-0.0,0.0085,-0.0
0.223,0.00035,0.0,1.0,-0.0,0.00858,-0.0
0.224,0.00036,0.0,1.0,-0.0,0.00865,-0.0
0.225,0.00037,0.0,1.0,-0.0,0.00873,-0.0
0.226,0.00037,0.0,1.0,-0.0,0.00881,-0.0
0.227,0.00038,0.0,1.0,-0.0,0.00888,-0.0
0.228,0.00039,0.0,1.0,-0.0,0.00896,-0.0
0.229,0.00039,0.0,1.0,-0.0,0.00904,-0.0
0.23,0.0004,0.0,1.0,-0.0,0.00912,-0.0
0.231,0.00041,0.0,1.0,-0.0,0.00919,-0.0
0.232,0.00041,0.0,1.0,-0.0,0.00927,-0.0
0.233,0.00042,0.0,1.0,-0.0,0.00935,-0.0
0.234,0.00043,0.0,1.0,-0.0,0.00943,-0.0
0.23500000000000001,0.00044,0.0,1.0,-0.0,0.00951,-0.0
0.23600000000000002,0.00044,0.0,1.0,-0.0,0.00959,-0.0
0.23700000000000002,0.00045,0.0,1.0,-0.0,0.00967,-0.0
0.23800000000000002,0.00046,0.0,1.0,-0.0,0.00975,-0.0
0.23900000000000002,0.00047,0.0,1.0,-0.0,0.00983,-0.0
0.24,0.00047,0.0,1.0,-0.0,0.00991,-0.0
0.241,0.00048,0.0,1.0,-0.0,0.00999,-0.0
0.242,0.00049,0.0,1.0,-0.0,0.01007,-0.0
0.243,0.0005,0.0,1.0,-0.0,0.01015,-0.0
0.244,0.00051,0.0,1.0,-0.0,0.01023,-0.0
0.245,0.00051,0.0,1.0,-0.0,0.01032,-0.0
0.246,0.00052,0.0,1.0,-0.0,0.0104,-0.0
0.247,0.00053,0.0,1.0,-0.0,0.01048,-0.0
0.248,0.00054,0.0,1.0,-0.0,0.01056,-0.0
0.249,0.00055,0.0,1.0,-0.0,0.01065,-0.0
0.25,0.00056,0.0,1.0,-0.0,0.01073,-0.0
0.251,0.00057,0.0,1.0,-0.0,0.01082,-0.0
0.252,0.00057,0.0,1.0,-0.0,0.0109,-0.0
0.253,0.00058,0.0,1.0,-0.0,0.01099,-0.0
0.254,0.00059,0.0,1.0,-0.0,0.01107,-0.0
0.255,0.0006,0.0,1.0,-0.0,0.01116,-0.0
0.256,0.00061,0.0,1.0,-0.0,0.01124,-0.0
0.257,0.00062,0.0,1.0,-0.0,0.01133,-0.0
0.258,0.00063,0.0,1.0,-0.0,0.01141,-0.0
0.259,0.00064,0.0,1.0,-0.0,0.0115,-0.0
0.26,0.00065,0.0,1.0,-0.0,0.01159,-0.0
0.261,0.00066,0.0,1.0,-0.0,0.01167,-0.0
0.262,0.00067,0.0,1.0,-0.0,0.01176,-0.0
0.263,0.00068,0.0,1.0,-0.0,0.01185,-0.0
0.264,0.00069,0.0,1.0,-0.0,0.01194,-0.0
0.265,0.0007,0.0,1.0,-0.0,0.01203,-0.0
0.266,0.00071,0.0,1.0,-0.0,0.01211,-0.0
0.267,0.00072,0.0,1.0,-0.0,0.0122,-0.0
0.268,0.00073,0.0,1.0,-0.0,0.01229,-0.0
0.269,0.00074,0.0,1.0,-0.0,0.01238,-0.0
0.27,0.00076,0.0,1.0,-0.0,0.01247,-0.0
0.271,0.00077,0.0,1.0,-0.0,0.01256,-0.0
0.272,0.00078,0.0,1.0,-0.0,0.01265,-0.0
0.273,0.00079,0.0,1.0,-0.0,0.01274,-0.0
0.274,0.0008,0.0,1.0,-0.0,0.01284,-0.0
0.275,0.00081,0.0,1.0,-0.0,0.01293,-0.0
0.276,0.00082,0.0,1.0,-0.0,0.01302,-0.0
0.277,0.00084,0.0,1.0,-0.0,0.01311,-0.0
0.278,0.00085,0.0,1.0,-0.0,0.0132,-0.0
0.279,0.00086,0.0,1.0,-0.0,0.0133,-0.0
0.28,0.00087,0.0,1.0,-0.0,0.01339,-0.0
0.281,0.00088,0.0,1.0,-0.0,0.01348,-0.0
0.28200000000000003,0.0009,0.0,1.0,-0.0,0.01358,-0.0
0.28300000000000003,0.00091,0.0,1.0,-0.0,0.01367,-0.0
0.28400000000000003,0.00092,0.0,1.0,-0.0,0.01376,-0.0
0.28500000000000003,0.00094,0.0,1.0,-0.0,0.01386,-0.0
0.28600000000000003,0.00095,0.0,1.0,-0.0,0.01395,-0.0
0.28700000000000003,0.00096,0.0,1.0,-0.0,0.01405,-0.0
0.28800000000000003,0.00098,0.0,1.0,-0.0,0.01414,-0.0
0.289,0.00099,0.0,1.0,-0.0,0.01424,-0.0
0.29,0.001,0.0,1.0,-0.0,0.01433,-0.0
0.291,0.00102,0.0,1.0,-0.0,0.01443,-0.0
0.292,0.00103,0.0,1.0,-0.0,0.01453,-0.0
0.293,0.00104,0.0,1.0,-0.0,0.01462,-0.0
0.294,0.00106,0.0,1.0,-0.0,0.01472,-0.0
0.295,0.00107,0.0,1.0,-0.0,0.01482,-0.0
0.296,0.00109,0.0,1.0,-0.0,0.01492,-0.0
0.297,0.0011,0.0,1.0,-0.0,0.01501,-0.0
0.298,0.00112,0.0,1.0,-0.0,0.01511,-0.0
0.299,0.00113,0.0,1.0,-0.0,0.01521,-0.0
0.3,0.00115,0.0,1.0,-0.0,0.01531,-0.0
0.301,0.00116,0.0,1.0,-0.0,0.01541,-0.0
0.302,0.00118,0.0,1.0,-0.0,0.01551,-0.0
0.303,0.00119,0.0,1.0,-0.0,0.01561,-0.0
0.304,0.00121,0.0,1.0,-0.0,0.01571,-0.0
0.305,0.00123,0.0,1.0,-0.0,0.01581,-0.0
0.306,0.00124,0.0,1.0,-0.0,0.01591,-0.0
0.307,0.00126,0.0,1.0,-0.0,0.01601,-0.0
0.308,0.00127,0.0,1.0,-0.0,0.01611,-0.0
0.309,0.00129,0.0,1.0,-0.0,0.01621,-0.0
0.31,0.00131,0.0,1.0,-0.0,0.01631,-0.0
0.311,0.00132,0.0,1.0,-0.0,0.01642,-0.0
0.312,0.00134,0.0,1.0,-0.0,0.01652,-0.0
0.313,0.00136,0.0,1.0,-0.0,0.01662,-0.0
0.314,0.00137,0.0,1.0,-0.0,0.01672,-0.0
0.315,0.00139,0.0,1.0,-0.0,0.01683,-0.0
0.316,0.00141,0.0,1.0,-0.0,0.01693,-0.0
0.317,0.00143,0.0,1.0,-0.0,0.01703,-0.0
0.318,0.00145,0.0,1.0,-0.0,0.01714,-0.0
0.319,0.00146,0.0,0.99999,-0.0,0.01724,-0.0
0.32,0.00148,0.0,0.99999,-0.0,0.01735,-0.0
0.321,0.0015,0.0,0.99999,-0.0,0.01745,-0.0
0.322,0.00152,0.0,0.99999,-0.0,0.01756,-0.0
0.323,0.00154,0.0,0.99999,-0.0,0.01766,-0.0
0.324,0.00156,0.0,0.99999,-0.0,0.01777,-0.0
0.325,0.00158,0.0,0.99999,-0.0,0.01787,-0.0
0.326,0.0016,0.0,0.99999,-0.0,0.01798,-0.0
0.327,0.00161,0.0,0.99999,-0.0,0.01809,-0.0
0.328,0.00163,0.0,0.99999,-0.0,0.01819,-0.0
0.329,0.00165,0.0,0.99999,-0.0,0.0183,-0.0
0.33,0.00167,0.0,0.99999,-0.0,0.01841,-0.0
0.331,0.00169,0.0,0.99999,-0.0,0.01852,-0.0
0.332,0.00171,0.0,0.99999,-0.0,0.01862,-0.0
0.333,0.00174,0.0,0.99999,-0.0,0.01873,-0.0
0.334,0.00176,0.0,0.99999,-0.0,0.01884,-0.0
0.335,0.00178,0.0,0.99999,-0.0,0.01895,-0.0
0.336,0.0018,0.0,0.99999,-0.0,0.01906,-0.0
0.337,0.00182,0.0,0.99999,-0.0,0.01917,-0.0
0.338,0.00184,0.0,0.99999,-0.0,0.01928,-0.0
0.339,0.00186,0.0,0.99999,-0.0,0.01939,-0.0
0.34,0.00188,0.0,0.99999,-0.0,0.0195,-0.0
0.341,0.00191,0.0,0.99999,-0.0,0.01961,-0.0
0.342,0.00193,0.0,0.99999,-0.0,0.01972,-0.0
0.343,0.00195,0.0,0.99999,-0.0,0.01983,-0.0
0.34400000000000003,0.00197,0.0,0.99999,-0.0,0.01994,-0.0
0.34500000000000003,0.002,0.0,0.99999,-0.0,0.02005,-0.0
0.34600000000000003,0.00202,0.0,0.99999,-0.0,0.02016,-0.0
0.34700000000000003,0.00204,0.0,0.99999,-0.0,0.02028,-0.0
0.34800000000000003,0.00207,0.0,0.99999,-0.0,0.02039,-0.0
0.34900000000000003,0.00209,0.0,0.99999,-0.0,0.0205,-0.0
0.35000000000000003,0.00211,0.0,0.99999,-0.0,0.02061,-0.0
0.35100000000000003,0.00214,0.0,0.99999,-0.0,0.02073,-0.0
0.352,0.00216,0.0,0.99999,-0.0,0.02084,-0.0
0.353,0.00219,0.0,0.99999,-0.0,0.02096,-0.0
0.354,0.00221,0.0,0.99999,-0.0,0.02107,-0.0
0.355,0.00224,0.0,0.99999,-0.0,0.02118,-0.0
0.356,0.00226,0.0,0.99999,-0.0,0.0213,-0.0
0.357,0.00229,0.0,0.99999,-0.0,0.02141,-0.0
0.358,0.00231,0.0,0.99999,-0.0,0.02153,-0.0
0.359,0.00234,0.0,0.99999,-0.0,0.02164,-0.0
0.36,0.00236,0.0,0.99999,-0.0,0.02176,-0.0
0.361,0.00239,0.0,0.99999,-0.0,0.02188,-0.0
0.362,0.00242,0.0,0.99999,-0.0,0.02199,-0.0
0.363,0.00244,0.0,0.99999,-0.0,0.02211,-0.0
0.364,0.00247,0.0,0.99999,-0.0,0.02222,-0.0
0.365,0.0025,0.0,0.99999,-0.0,0.02234,-0.0
0.366,0.00252,0.0,0.99999,-0.0,0.02246,-0.0
0.367,0.00255,0.0,0.99999,-0.0,0.02258,-0.0
0.368,0.00258,0.0,0.99999,-0.0,0.02269,-0.0
0.369,0.00261,0.0,0.99999,-0.0,0.02281,-0.0
0.37,0.00263,0.0,0.99999,-0.0,0.02293,-0.0
0.371,0.00266,0.0,0.99999,-0.0,0.02305,-0.0
0.372,0.00269,0.0,0.99999,-0.0,0.02317,-0.0
0.373,0.00272,0.0,0.99999,-0.0,0.02329,-0.0
0.374,0.00275,0.0,0.99999,-0.0,0.02341,-0.0
0.375,0.00278,0.0,0.99999,-0.0,0.02353,-0.0
0.376,0.00281,0.0,0.99999,-0.0,0.02365,-0.0
0.377,0.00284,0.0,0.99999,-0.0,0.02377,-0.0
0.378,0.00287,0.0,0.99999,-0.0,0.02389,-0.0
0.379,0.0029,0.0,0.99999,-0.0,0.02401,-0.0
0.38,0.00293,0.0,0.99999,-0.0,0.02413,-0.0
0.381,0.00296,0.0,0.99999,-0.0,0.02425,-0.0
0.382,0.00299,0.0,0.99999,-0.0,0.02437,-0.0
0.383,0.00302,0.0,0.99999,-0.0,0.02449,-0.0
0.384,0.00305,0.0,0.99999,-0.0,0.02461,-0.0
0.385,0.00308,0.0,0.99998,-0.0,0.02474,-0.0
0.386,0.00311,0.0,0.99998,-0.0,0.02486,-0.0
0.387,0.00315,0.0,0.99998,-0.0,0.02498,-0.0
0.388,0.00318,0.0,0.99998,-0.0,0.02511,-0.0
0.389,0.00321,0.0,0.99998,-0.0,0.02523,-0.0
0.39,0.00324,0.0,0.99998,-0.0,0.02535,-0.0
0.391,0.00328,0.0,0.99998,-0.0,0.02548,-0.0
0.392,0.00331,0.0,0.99998,-0.0,0.0256,-0.0
0.393,0.00334,0.0,0.99998,-0.0,0.02572,-0.0
0.394,0.00338,0.0,0.99998,-0.0,0.02585,-0.0
0.395,0.00341,0.0,0.99998,-0.0,0.02597,-0.0
0.396,0.00345,0.0,0.99998,-0.0,0.0261,-0.0
0.397,0.00348,0.0,0.99998,-0.0,0.02622,-0.0
0.398,0.00351,0.0,0.99998,-0.0,0.02635,-0.0
0.399,0.00355,0.0,0.99998,-0.0,0.02648,-0.0
0.4,0.00358,0.0,0.99998,-0.0,0.0266,-0.0
0.401,0.00362,0.0,0.99998,-0.0,0.02673,-0.0
0.402,0.00366,0.0,0.99998,-0.0,0.02685,-0.0
0.403,0.00369,0.0,0.99998,-0.0,0.02698,-0.0
0.404,0.00373,0.0,0.99998,-0.0,0.02711,-0.0
0.405,0.00377,0.0,0.99998,-0.0,0.02724,-0.0
0.406,0.0038,0.0,0.99998,-0.0,0.02736,-0.0
0.40700000000000003,0.00384,0.0,0.99998,-0.0,0.02749,-0.0
0.40800000000000003,0.00388,0.0,0.99998,-0.0,0.02762,-0.0
0.40900000000000003,0.00391,0.0,0.99998,-0.0,0.02775,-0.0
0.41000000000000003,0.00395,0.0,0.99998,-0.0,0.02788,-0.0
0.41100000000000003,0.00399,0.0,0.99998,-0.0,0.028,-0.0
0.41200000000000003,0.00403,0.0,0.99998,-0.0,0.02813,-0.0
0.41300000000000003,0.00407,0.0,0.99998,-0.0,0.02826,-0.0
0.41400000000000003,0.00411,0.0,0.99998,-0.0,0.02839,-0.0
0.41500000000000004,0.00415,0.0,0.99998,-0.0,0.02852,-0.0
0.41600000000000004,0.00419,0.0,0.99998,-0.0,0.02865,-0.0
0.417,0.00423,0.0,0.99998,-0.0,0.02878,-0.0
0.418,0.00427,0.0,0.99998,-0.0,0.02891,-0.0
0.419,0.00431,0.0,0.99998,-0.0,0.02904,-0.0
0.42,0.00435,0.0,0.99997,-0.0,0.02917,-0.0
0.421,0.00439,0.0,0.99997,-0.0,0.02931,-0.0
0.422,0.00443,0.0,0.99997,-0.0,0.02944,-0.0
0.423,0.00447,0.0,0.99997,-0.0,0.02957,-0.0
0.424,0.00451,0.0,0.99997,-0.0,0.0297,-0.0
0.425,0.00455,0.0,0.99997,-0.0,0.02983,-0.0
